ResponseID,MissionUndefinedLikelihood,MisalignedMissionLikelihood,NoSocialImpactLikelihood,LaidOffEmployees,ExpectedSalary3Years,ExpectedSalary5Years
2442,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2443,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2444,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
2445,No,"Will NOT work for them",7,No,"26k to 30k","50k to 70k"
2446,Yes,"Will work for them",7,Yes,"26k to 30k","71k to 90k"
2447,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2448,Yes,"Will work for them",10,Yes,"31k to 40k","71k to 90k"
2449,No,"Will NOT work for them",6,Yes,"41k to 50k",">151k"
2450,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2451,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k",">151k"
2452,No,"Will NOT work for them",1,No,"41k to 50k","131k to 150k"
2453,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2454,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2455,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
2456,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2457,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2458,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2459,No,"Will NOT work for them",10,No,>50k,">151k"
2460,Yes,"Will work for them",7,Yes,>50k,"111k to 130k"
2461,No,"Will work for them",2,Yes,"21k to 25k","71k to 90k"
2462,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2463,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2464,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","16k to 20k",">151k"
2465,Yes,"Will work for them",2,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2466,No,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2467,Yes,"Will work for them",1,Yes,"16k to 20k","50k to 70k"
2468,Yes,"Will work for them",9,Yes,"11k to 15k","30k to 50k"
2469,No,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"30k to 50k"
2470,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2471,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2472,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
2473,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
2474,Yes,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2475,Yes,"Will work for them",5,"I have NO other choice","41k to 50k","91k to 110k"
2476,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2477,Yes,"Will NOT work for them",1,No,>50k,"91k to 110k"
2478,Yes,"Will NOT work for them",6,Yes,"5K to 10K","91k to 110k"
2479,No,"Will NOT work for them",1,No,"31k to 40k","71k to 90k"
2480,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
2481,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
2482,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2483,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
2484,No,"Will NOT work for them",5,No,"41k to 50k","111k to 130k"
2485,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
2486,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2487,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2488,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2489,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2490,No,"Will NOT work for them",4,No,>50k,">151k"
2491,No,"Will NOT work for them",4,"I have NO other choice",>50k,">151k"
2492,No,"Will NOT work for them",5,"I have NO other choice",>50k,">151k"
2493,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2494,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2495,No,"Will NOT work for them",5,No,>50k,">151k"
2496,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2497,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2498,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","21k to 25k","131k to 150k"
2499,Yes,"Will work for them",5,No,>50k,"131k to 150k"
2500,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2501,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2502,Yes,"Will work for them",7,Yes,"41k to 50k","91k to 110k"
2503,No,"Will NOT work for them",10,No,"31k to 40k","91k to 110k"
2504,No,"Will NOT work for them",6,"I have NO other choice","31k to 40k","111k to 130k"
2505,No,"Will NOT work for them",1,No,"31k to 40k","71k to 90k"
2506,No,"Will NOT work for them",6,No,"31k to 40k","111k to 130k"
2507,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2508,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
2509,Yes,"Will work for them",10,Yes,>50k,">151k"
2510,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2511,Yes,"Will NOT work for them",1,No,"16k to 20k","71k to 90k"
2512,Yes,"Will NOT work for them",8,No,>50k,"111k to 130k"
2513,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2514,No,"Will NOT work for them",6,Yes,"26k to 30k","111k to 130k"
2515,Yes,"Will work for them",10,No,"5K to 10K","71k to 90k"
2516,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2517,Yes,"Will work for them",8,"I have NO other choice",>50k,">151k"
2518,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
2519,Yes,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","30k to 50k"
2520,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2521,Yes,"Will NOT work for them",1,No,"41k to 50k","111k to 130k"
2522,No,"Will work for them",2,Yes,"26k to 30k","91k to 110k"
2523,Yes,"Will NOT work for them",7,No,"5K to 10K","30k to 50k"
2524,No,"Will NOT work for them",6,"I have NO other choice",>50k,"111k to 130k"
2525,No,"Will work for them",7,No,>50k,"111k to 130k"
2526,No,"Will NOT work for them",5,No,>50k,">151k"
2527,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2528,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2529,No,"Will NOT work for them",4,No,"41k to 50k",">151k"
2530,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2531,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2532,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2533,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2534,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k",">151k"
2535,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2536,Yes,"Will work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2537,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
2538,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2539,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2540,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2541,No,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2542,No,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2543,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2544,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2545,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","21k to 25k","111k to 130k"
2546,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2547,Yes,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2548,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2549,No,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2550,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2551,Yes,"Will NOT work for them",3,"I have NO other choice","41k to 50k","91k to 110k"
2552,No,"Will NOT work for them",4,"I have NO other choice",>50k,">151k"
2553,Yes,"Will NOT work for them",6,No,>50k,"131k to 150k"
2554,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
2555,No,"Will NOT work for them",5,No,"26k to 30k","111k to 130k"
2556,No,"Will NOT work for them",10,No,>50k,"131k to 150k"
2557,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2558,No,"Will NOT work for them",5,No,"26k to 30k","111k to 130k"
2559,Yes,"Will NOT work for them",8,No,>50k,">151k"
2560,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
2561,No,"Will work for them",2,"Yes, I Understand this is gonna happen everywhere","5K to 10K","30k to 50k"
2562,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2563,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2564,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2565,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2566,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
2567,No,"Will NOT work for them",2,Yes,"26k to 30k",">151k"
2568,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
2569,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2570,Yes,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
2571,No,"Will NOT work for them",5,No,>50k,">151k"
2572,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
2573,No,"Will NOT work for them",7,Yes,"41k to 50k","131k to 150k"
2574,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2575,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2576,Yes,"Will work for them",5,Yes,>50k,"50k to 70k"
2577,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2578,No,"Will NOT work for them",6,"I have NO other choice",>50k,"91k to 110k"
2579,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2580,Yes,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
2581,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","26k to 30k",">151k"
2582,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
2583,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2584,No,"Will NOT work for them",5,No,"31k to 40k",">151k"
2585,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2586,No,"Will NOT work for them",5,No,"26k to 30k","71k to 90k"
2587,Yes,"Will work for them",1,No,"31k to 40k","71k to 90k"
2588,Yes,"Will NOT work for them",5,No,"31k to 40k","111k to 130k"
2589,Yes,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
2590,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2591,No,"Will work for them",5,No,"26k to 30k","71k to 90k"
2592,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2593,No,"Will NOT work for them",5,No,"21k to 25k","50k to 70k"
2594,No,"Will work for them",10,"I have NO other choice",>50k,">151k"
2595,No,"Will NOT work for them",9,No,"26k to 30k","50k to 70k"
2596,Yes,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2597,No,"Will NOT work for them",5,No,"11k to 15k","50k to 70k"
2598,Yes,"Will work for them",1,"Yes, I Understand this is gonna happen everywhere","5K to 10K","50k to 70k"
2599,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2600,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","11k to 15k","30k to 50k"
2601,No,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2602,No,"Will NOT work for them",3,No,"26k to 30k","111k to 130k"
2603,No,"Will NOT work for them",2,Yes,"31k to 40k","50k to 70k"
2604,No,"Will NOT work for them",4,No,"31k to 40k","50k to 70k"
2605,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2606,No,"Will NOT work for them",1,No,>50k,"71k to 90k"
2607,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
2608,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
2609,Yes,"Will NOT work for them",3,"I have NO other choice","31k to 40k","30k to 50k"
2610,No,"Will NOT work for them",7,No,>50k,">151k"
2611,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2612,Yes,"Will NOT work for them",10,Yes,>50k,"131k to 150k"
2613,Yes,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2614,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
2615,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2616,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","91k to 110k"
2617,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2618,Yes,"Will work for them",4,No,"31k to 40k","111k to 130k"
2619,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","30k to 50k"
2620,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
2621,Yes,"Will work for them",6,"I have NO other choice","26k to 30k","131k to 150k"
2622,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2623,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2624,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","26k to 30k","30k to 50k"
2625,No,"Will work for them",8,No,"21k to 25k","71k to 90k"
2626,No,"Will work for them",1,No,>50k,">151k"
2627,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2628,No,"Will NOT work for them",2,No,"41k to 50k","91k to 110k"
2629,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2630,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2631,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","31k to 40k",">151k"
2632,No,"Will NOT work for them",3,No,"41k to 50k","50k to 70k"
2633,Yes,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2634,Yes,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2635,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2636,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2637,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2638,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
2639,No,"Will work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2640,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2641,Yes,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2642,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
2643,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2644,No,"Will NOT work for them",2,No,>50k,">151k"
2645,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2646,Yes,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2647,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2648,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2649,No,"Will NOT work for them",4,No,"41k to 50k","91k to 110k"
2650,No,"Will NOT work for them",1,No,>50k,">151k"
2651,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2652,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2653,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
2654,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2655,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","91k to 110k"
2656,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2657,Yes,"Will NOT work for them",9,Yes,"21k to 25k","111k to 130k"
2658,No,"Will work for them",10,No,>50k,">151k"
2659,No,"Will work for them",1,No,"41k to 50k","111k to 130k"
2660,Yes,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
2661,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2662,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","111k to 130k"
2663,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2664,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2665,No,"Will NOT work for them",4,No,"31k to 40k","131k to 150k"
2666,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2667,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2668,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
2669,Yes,"Will NOT work for them",4,No,"31k to 40k","71k to 90k"
2670,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2671,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2672,No,"Will NOT work for them",1,No,"31k to 40k","71k to 90k"
2673,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2674,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2675,Yes,"Will work for them",5,Yes,"11k to 15k","30k to 50k"
2676,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
2677,Yes,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2678,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2679,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","21k to 25k","131k to 150k"
2680,No,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2681,Yes,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2682,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
2683,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
2684,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2685,No,"Will NOT work for them",5,"I have NO other choice","26k to 30k","71k to 90k"
2686,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
2687,Yes,"Will work for them",4,No,"31k to 40k","71k to 90k"
2688,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
2689,Yes,"Will work for them",10,Yes,"26k to 30k","91k to 110k"
2690,No,"Will NOT work for them",1,Yes,"31k to 40k","131k to 150k"
2691,No,"Will NOT work for them",7,Yes,"41k to 50k","111k to 130k"
2692,No,"Will NOT work for them",10,No,>50k,"111k to 130k"
2693,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","11k to 15k","71k to 90k"
2694,No,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2695,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","111k to 130k"
2696,No,"Will NOT work for them",6,No,"31k to 40k","91k to 110k"
2697,Yes,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2698,No,"Will NOT work for them",5,No,"31k to 40k","91k to 110k"
2699,No,"Will NOT work for them",3,No,"41k to 50k","111k to 130k"
2700,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","26k to 30k","30k to 50k"
2701,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2702,No,"Will NOT work for them",10,No,"41k to 50k","111k to 130k"
2703,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2704,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2705,No,"Will NOT work for them",5,No,>50k,">151k"
2706,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2707,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","11k to 15k","111k to 130k"
2708,No,"Will NOT work for them",3,No,"41k to 50k","131k to 150k"
2709,Yes,"Will NOT work for them",4,No,"16k to 20k","91k to 110k"
2710,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2711,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2712,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2713,No,"Will NOT work for them",1,No,"41k to 50k",">151k"
2714,Yes,"Will NOT work for them",5,Yes,"21k to 25k","91k to 110k"
2715,Yes,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2716,Yes,"Will work for them",10,Yes,"41k to 50k","91k to 110k"
2717,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2718,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2719,No,"Will NOT work for them",4,No,"21k to 25k","71k to 90k"
2720,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2721,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2722,Yes,"Will work for them",10,Yes,"41k to 50k","71k to 90k"
2723,Yes,"Will work for them",4,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
2724,Yes,"Will NOT work for them",5,"I have NO other choice",>50k,">151k"
2725,Yes,"Will work for them",8,No,>50k,">151k"
2726,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
2727,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
2728,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
2729,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2730,No,"Will NOT work for them",1,No,"31k to 40k","50k to 70k"
2731,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2732,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2733,No,"Will NOT work for them",7,No,"26k to 30k","91k to 110k"
2734,Yes,"Will work for them",7,Yes,>50k,">151k"
2735,Yes,"Will work for them",10,Yes,"16k to 20k","30k to 50k"
2736,No,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2737,No,"Will NOT work for them",1,No,>50k,"111k to 130k"
2738,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2739,No,"Will NOT work for them",8,No,"5K to 10K","71k to 90k"
2740,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2741,Yes,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2742,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
2743,No,"Will work for them",6,Yes,"31k to 40k","91k to 110k"
2744,No,"Will NOT work for them",1,No,>50k,">151k"
2745,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2746,Yes,"Will work for them",10,"I have NO other choice","31k to 40k","131k to 150k"
2747,No,"Will NOT work for them",7,No,"11k to 15k","71k to 90k"
2748,Yes,"Will NOT work for them",6,Yes,"21k to 25k","50k to 70k"
2749,Yes,"Will work for them",10,"I have NO other choice","16k to 20k","71k to 90k"
